id,brewery_id,country,style,availability,abv
337080,28743,US,IPA,Limited (brewed once),6.9
64895,24412,US,IPA,Year-round,6.0
134238,34454,America,pilsener_pale_lager,Year-round,5.24
50869,2391,US,wild_sour,Rotating,11.5
19939,2085,US,stout,Year-round,6.2
28807,7038,Europe,pale_ale,Year-round,4.8
32788,9797,US,specialty,Rotating,4.6
212426,16859,US,pale_ale,Rotating,0.0
5181,1487,Africa,pilsener_pale_lager,Year-round,5.0
55956,16048,US,strong_ale,Rotating,7.5
331081,28845,US,stout,Limited (brewed once),9.2
71444,725,Europe,pilsener_pale_lager,Year-round,4.7
227843,21974,US,pale_ale,Rotating,4.5
300398,40790,US,pale_ale,Rotating,5.3
66950,7038,Europe,pale_ale,Year-round,3.8
75797,25888,US,wheat,Spring,6.6
38910,284,Asia,pilsener_pale_lager,Year-round,4.7
47857,19318,Europe,pale_ale,Year-round,3.4
362139,26439,US,pale_ale,Limited (brewed once),0.0
8772,2216,Europe,wild_sour,Year-round,5.0
153375,33510,US,stout,Rotating,11.5
319047,47781,US,IPA,Rotating,8.8
81796,20220,Canada,brown_ale,Rotating,5.0
216417,24827,US,wild_sour,Rotating,6.0
73394,25168,US,dark_ale,Summer,6.8
183394,33058,US,IPA,Rotating,6.8
209466,42015,US,stout,Spring,5.8
281796,28609,US,porter,Rotating,0.0
289112,33058,US,wheat,Rotating,8.0
38951,15636,US,IPA,Rotating,0.0
139625,36757,US,IPA,Year-round,6.5
52701,21006,Canada,brown_ale,Year-round,6.8
116943,32180,US,dark_lager,Rotating,6.4
1196,406,US,pale_ale,Year-round,4.5
239394,28383,US,stout,Rotating,11.3
56314,12,US,stout,Winter,0.0
232696,42214,US,pale_ale,Rotating,4.8
12718,607,US,dark_lager,Fall,6.0
16403,141,US,IPA,Year-round,6.9
227382,43655,US,wheat,Rotating,5.4
268551,30356,US,wild_sour,Rotating,7.5
97446,28835,Europe,pale_ale,Year-round,5.0
56085,6784,Europe,wheat,Year-round,5.2
95988,18069,US,strong_ale,Winter,8.89
77302,19145,Europe,pale_ale,Year-round,6.5
33038,95,Europe,pilsener_pale_lager,Year-round,5.4
47563,5188,US,dark_ale,Rotating,7.5
71885,13029,Europe,wheat,Year-round,5.0
95738,31841,US,pale_ale,Year-round,5.5
4307,689,US,pale_ale,Year-round,5.2
86433,25916,US,wheat,Summer,5.5
311276,1853,US,IPA,Fall,6.0
209159,38665,US,dark_ale,Rotating,9.0
277788,29819,Canada,IPA,Rotating,6.1
10379,1550,US,wheat,Year-round,0.0
327923,28820,Canada,IPA,Rotating,6.7
36337,6144,Europe,dark_lager,Year-round,5.2
52619,20672,US,dark_lager,Fall,5.75
181696,8,US,IPA,Rotating,6.3
66877,23643,Oceania,pale_ale,Year-round,4.2
22256,4087,Europe,dark_lager,Year-round,2.1
97035,739,Europe,IPA,Rotating,6.0
258972,33376,US,brown_ale,Rotating,6.6
121924,27038,US,dark_ale,Rotating,6.1
138787,34740,Europe,stout,Rotating,5.2
161151,26614,Europe,specialty,Year-round,3.5
86367,24808,US,pilsener_pale_lager,Fall,10.5
199941,43143,Europe,IPA,Year-round,6.3
249573,16262,US,IPA,Rotating,8.5
327455,30654,US,wild_sour,Rotating,6.3
173612,30062,US,IPA,Summer,10.0
317383,721,Europe,dark_lager,Year-round,4.6
76747,415,Canada,pilsener_pale_lager,Year-round,4.9
60469,35571,US,dark_ale,Year-round,8.5
311165,44599,US,wild_sour,Rotating,6.0
137747,1432,US,stout,Rotating,10.0
169466,28753,US,dark_lager,Fall,6.3
317349,47802,US,stout,Rotating,12.2
63614,23519,Europe,pale_ale,Year-round,6.9
25271,4928,US,wheat,Year-round,4.5
245195,46705,Europe,pale_ale,Year-round,5.5
286392,28657,US,IPA,Rotating,8.3
226312,29967,Europe,pale_ale,Rotating,6.5
36208,3915,US,pale_ale,Year-round,5.9
29077,11256,Canada,strong_ale,Year-round,9.0
100163,30409,US,pale_ale,Year-round,6.8
266541,48268,Europe,pale_ale,Year-round,5.1
307718,24300,US,IPA,Rotating,10.0
246647,1141,Canada,pale_ale,Rotating,5.5
123595,28255,US,wheat,Summer,6.0
123417,35016,US,pale_ale,Year-round,4.8
39798,30791,US,IPA,Year-round,6.2
313750,33476,US,IPA,Rotating,4.5
365494,47631,Canada,IPA,Rotating,6.5
141051,26851,Canada,wheat,Rotating,4.5
102068,27257,US,dark_lager,Fall,5.4
57094,2711,US,wheat,Year-round,4.8
5360,1497,US,IPA,Year-round,6.8
24019,961,Europe,bock,Year-round,8.0
54173,1659,US,IPA,Rotating,0.0
257591,28567,US,wild_sour,Rotating,5.2
83646,193,US,dark_lager,Rotating,5.0
93646,25191,US,pale_ale,Rotating,6.7
179250,37448,US,IPA,Rotating,8.0
43318,7406,US,pale_ale,Year-round,5.45
124861,21683,US,strong_ale,Rotating,0.0
336058,30452,US,IPA,Limited (brewed once),7.2
47303,19126,US,porter,Winter,6.0
300661,24880,US,IPA,Rotating,6.5
87323,29402,US,specialty,Fall,5.4
181187,30845,Europe,pale_ale,Year-round,5.0
257099,47369,US,IPA,Year-round,6.5
164288,37748,Europe,stout,Year-round,4.2
6029,2414,US,pale_ale,Year-round,5.2
22800,2097,US,stout,Rotating,3.5
2947,306,US,pilsener_pale_lager,Year-round,5.9
338904,28439,US,wild_sour,Rotating,6.6
363216,49747,US,IPA,Limited (brewed once),6.5
157700,17998,Europe,dark_ale,Rotating,6.5
137851,14598,Canada,wheat,Rotating,6.5
281262,41807,US,pilsener_pale_lager,Rotating,5.2
70544,909,US,IPA,Year-round,6.5
4166,1131,US,pale_ale,Year-round,0.0
94850,30922,US,pale_ale,Year-round,5.0
113398,31042,US,porter,Rotating,6.5
93497,16996,Canada,brown_ale,Rotating,7.0
138131,21516,US,pilsener_pale_lager,Year-round,4.2
232838,9629,US,pilsener_pale_lager,Rotating,5.2
108207,30471,Europe,specialty,Fall,7.2
73048,689,US,porter,Year-round,6.8
17646,2943,US,wheat,Rotating,0.0
349044,22951,US,stout,Limited (brewed once),10.5
255483,673,Canada,pale_ale,Fall,5.2
51557,16866,US,pilsener_pale_lager,Rotating,7.2
1834,35571,US,wheat,Summer,6.0
109907,8535,Europe,pilsener_pale_lager,Year-round,5.0
325694,45376,Europe,wheat,Rotating,5.0
179849,132,US,wheat,Summer,0.0
124957,2710,US,dark_ale,Spring,6.1
254166,1652,Europe,dark_lager,Year-round,5.6
98252,9617,US,pale_ale,Summer,0.0
48938,859,US,stout,Rotating,4.8
147405,36504,US,porter,Winter,7.5
113715,22622,US,strong_ale,Rotating,9.4
234827,43069,US,brown_ale,Rotating,5.4
201617,14598,Canada,pale_ale,Year-round,5.0
50393,15368,Europe,dark_lager,Year-round,5.0
6613,2710,US,porter,Year-round,6.4
153691,37866,US,pale_ale,Rotating,5.3
311453,28,US,pale_ale,Limited (brewed once),6.2
158287,33155,Europe,pale_ale,Year-round,4.5
123751,33492,US,pale_ale,Rotating,6.25
7178,1754,US,porter,Rotating,5.6
108970,29029,US,stout,Winter,10.8
49394,1393,US,IPA,Year-round,6.4
127535,31730,US,strong_ale,Rotating,10.8
62757,1177,US,wheat,Rotating,5.0
139592,158,US,specialty,Rotating,6.2
33312,149,Europe,dark_ale,Year-round,6.3
86007,28845,US,brown_ale,Rotating,3.5
204819,35656,US,stout,Rotating,13.5
64796,9408,Canada,stout,Rotating,11.0
177515,40650,US,wheat,Rotating,5.8
121974,2266,US,wheat,Year-round,0.0
38192,15051,Europe,wheat,Summer,4.8
91537,20680,US,IPA,Year-round,5.5
321219,24802,US,stout,Limited (brewed once),9.0
278066,31492,US,IPA,Year-round,8.3
279525,49019,US,IPA,Rotating,8.5
58440,20679,US,IPA,Rotating,6.0
93370,16873,US,IPA,Rotating,6.5
150325,35586,US,stout,Rotating,10.0
3816,1289,US,pale_ale,Year-round,5.2
94655,23249,Europe,stout,Rotating,6.6
147096,6431,US,strong_ale,Rotating,0.0
78022,25436,US,stout,Winter,10.1
68679,22917,US,IPA,Year-round,8.0
27046,1550,US,stout,Summer,0.0
167335,29573,US,wild_sour,Rotating,7.0
71737,25025,US,IPA,Year-round,8.0
118226,32617,US,stout,Rotating,9.0
202957,40873,US,pale_ale,Rotating,6.5
337371,46757,US,wild_sour,Rotating,4.2
342208,9629,US,stout,Limited (brewed once),7.7
340544,35547,US,IPA,Limited (brewed once),5.5
225021,45129,US,pale_ale,Year-round,5.5
330654,17282,US,pilsener_pale_lager,Rotating,4.8
2605,782,US,dark_lager,Fall,0.0
331391,42278,US,IPA,Rotating,5.5
45899,11961,Europe,strong_ale,Year-round,9.5
150975,19672,US,specialty,Year-round,6.8
52469,16289,US,IPA,Rotating,6.7
181935,41074,Oceania,pale_ale,Year-round,5.4
371947,35363,US,IPA,Rotating,6.0
52633,35,US,wheat,Year-round,5.3
247301,41928,US,dark_lager,Fall,5.3
151599,27243,US,IPA,Rotating,4.7
154142,3711,Canada,IPA,Year-round,6.0
66806,16295,Europe,pale_ale,Rotating,4.5
2103,715,Europe,pilsener_pale_lager,Year-round,5.1
44021,15834,US,wheat,Rotating,7.4
225817,415,Canada,pale_ale,Year-round,4.2
88141,26850,US,dark_ale,Rotating,7.7
188079,458,US,IPA,Year-round,8.0
14704,1498,Europe,pilsener_pale_lager,Year-round,4.2
55160,3551,Asia,wheat,Year-round,5.5
335223,18680,US,IPA,Year-round,5.5
156436,38396,US,pale_ale,Rotating,6.0
255464,2594,Canada,brown_ale,Winter,5.0
65063,1432,US,porter,Rotating,6.3
307162,31540,US,wild_sour,Limited (brewed once),5.0
7390,3079,US,wheat,Year-round,0.0
106488,7898,Europe,porter,Year-round,3.5
69667,20409,US,IPA,Rotating,8.0
346998,24300,US,IPA,Rotating,9.0
153374,21396,US,wild_sour,Rotating,7.0
90403,29800,US,pale_ale,Year-round,9.0
55051,150,US,pilsener_pale_lager,Year-round,0.0
165128,35990,America,pilsener_pale_lager,Year-round,5.0
97224,4473,Europe,pale_ale,Summer,0.0
242094,28575,Canada,pale_ale,Year-round,4.5
222941,40976,US,strong_ale,Rotating,9.5
15150,285,Europe,pilsener_pale_lager,Year-round,5.2
122363,33020,Canada,porter,Rotating,5.0
66226,1337,US,IPA,Rotating,8.2
223511,45019,US,IPA,Year-round,5.6
92,43153,US,strong_ale,Year-round,7.2
93,33,US,pale_ale,Year-round,5.3
96,144,US,dark_lager,Year-round,5.86
97,144,US,dark_lager,Year-round,5.0
99,142,Europe,bock,Year-round,7.6
100,306,US,specialty,Fall,5.7
101,35,US,bock,Winter,5.6
102,35,US,dark_lager,Fall,5.3
103,35,US,wheat,Summer,5.3
104,35,US,dark_lager,Year-round,5.0
108,35,US,specialty,Year-round,5.3
114,36,Europe,strong_ale,Year-round,13.0
115,156,US,bock,Year-round,8.2
116,156,US,wheat,Year-round,4.7
117,156,US,brown_ale,Year-round,4.5
120,156,US,IPA,Year-round,6.2
125,107,US,wheat,Year-round,5.2
129,37,Europe,pale_ale,Year-round,6.2
131,39,Europe,bock,Year-round,6.7
132,39,Europe,wheat,Year-round,5.1
133,39,Europe,pilsener_pale_lager,Year-round,5.5
124001,24454,US,pale_ale,Summer,5.0
5423,1534,Europe,strong_ale,Year-round,9.0
6569,2789,Europe,strong_ale,Year-round,8.0
90935,31042,US,dark_ale,Rotating,8.5
262267,192,US,specialty,Rotating,5.2
51243,7406,US,pale_ale,Rotating,6.31
189780,32896,US,dark_lager,Fall,5.2
28113,1550,US,pale_ale,Rotating,0.0
369706,28743,US,stout,Limited (brewed once),9.3
30296,120,Europe,pilsener_pale_lager,Year-round,4.8
85808,14831,Oceania,IPA,Rotating,5.8
51556,6045,US,dark_ale,Rotating,3.6
351357,18604,Europe,stout,Limited (brewed once),12.5
362969,44082,US,IPA,Rotating,6.8
174454,40194,US,stout,Year-round,0.0
262361,47781,US,IPA,Rotating,7.5
200431,42789,Europe,wheat,Rotating,5.2
188022,29747,US,dark_ale,Year-round,5.2
46851,477,US,wild_sour,Rotating,7.0
303448,46325,US,wild_sour,Rotating,7.5
30925,2595,Canada,pale_ale,Year-round,5.0
136825,11814,US,specialty,Fall,6.5
332397,33018,US,wild_sour,Limited (brewed once),5.6
54542,16068,US,strong_ale,Rotating,9.7
200115,1396,US,pale_ale,Rotating,5.9
56743,2807,Canada,IPA,Rotating,9.0
35791,10460,Europe,IPA,Year-round,5.0
97286,31515,US,IPA,Rotating,3.8
36555,14359,US,bock,Spring,4.5
322969,31849,US,IPA,Rotating,10.3
202919,11814,US,specialty,Winter,6.2
304783,48831,US,wheat,Rotating,5.6
321750,761,US,IPA,Rotating,6.5
30584,1140,US,brown_ale,Rotating,4.0
69225,25482,Europe,pale_ale,Year-round,5.0
173640,36347,US,pale_ale,Year-round,5.0
54299,16886,Europe,strong_ale,Year-round,9.0
101518,10272,Europe,dark_ale,Rotating,7.4
56790,1336,US,stout,Winter,5.2
45367,1177,US,dark_lager,Fall,6.9
22135,1847,US,IPA,Year-round,0.0
117767,498,Europe,specialty,Year-round,0.0
26203,718,Europe,dark_ale,Year-round,6.5
231084,13307,Europe,stout,Rotating,7.5
189691,37552,US,stout,Rotating,10.0
65404,9536,Canada,pilsener_pale_lager,Year-round,5.0
109434,32180,US,stout,Year-round,5.0
115808,292,Asia,specialty,Year-round,5.5
21587,2097,US,pale_ale,Rotating,6.0
106964,30578,Canada,pale_ale,Rotating,5.5
9745,627,Oceania,pilsener_pale_lager,Year-round,5.0
358268,48592,US,pilsener_pale_lager,Rotating,4.8
326626,12633,Europe,dark_lager,Year-round,5.8
236015,10161,Europe,specialty,Year-round,5.8
171117,793,US,pilsener_pale_lager,Spring,5.8
151791,17981,US,IPA,Rotating,7.5
238630,26676,US,IPA,Rotating,4.9
89974,30340,US,porter,Year-round,6.5
25473,651,US,wheat,Summer,4.9
95603,25955,Europe,dark_ale,Year-round,7.5
182021,28356,US,brown_ale,Fall,5.9
65157,24247,Europe,brown_ale,Year-round,3.7
56458,9854,Oceania,wheat,Year-round,5.0
35369,13605,Canada,bock,Rotating,7.6
19701,3475,US,IPA,Year-round,6.2
295901,24056,US,IPA,Rotating,7.1
182425,33058,US,pale_ale,Rotating,5.6
200103,26774,Canada,wheat,Winter,0.0
274096,16057,US,wheat,Summer,5.5
136093,894,Europe,pale_ale,Year-round,3.5
140728,33902,US,pale_ale,Rotating,7.7
101876,32700,US,IPA,Rotating,7.8
7251,3048,Europe,dark_lager,Year-round,4.9
182081,19544,US,pale_ale,Rotating,6.0
652,24,Europe,strong_ale,Year-round,8.0
299394,49999,US,IPA,Rotating,7.5
236536,29850,US,wheat,Rotating,4.5
106819,25314,Europe,IPA,Rotating,8.0
331938,49306,US,IPA,Rotating,6.5
267806,30967,US,pilsener_pale_lager,Rotating,4.9
38480,9784,US,IPA,Year-round,5.7
201693,43286,Europe,pilsener_pale_lager,Year-round,5.0
127352,20680,US,pale_ale,Year-round,4.5
5405,180,Europe,strong_ale,Year-round,7.3
41754,1618,US,IPA,Rotating,7.0
65649,17210,Europe,pale_ale,Year-round,4.5
23937,9797,US,specialty,Rotating,0.0
137448,36052,US,stout,Rotating,5.8
88269,1924,US,porter,Rotating,6.5
75624,178,Europe,pale_ale,Year-round,4.1
306139,35633,US,wild_sour,Limited (brewed once),7.0
2295,105,US,pilsener_pale_lager,Year-round,4.1
213983,37454,US,IPA,Rotating,6.7
1967,401,Europe,pilsener_pale_lager,Year-round,8.0
136832,22564,US,IPA,Rotating,6.0
46232,18605,US,pale_ale,Year-round,0.0
202080,28606,US,wheat,Rotating,5.0
129633,35766,US,IPA,Year-round,0.0
81228,24659,US,IPA,Rotating,8.8
275561,40359,US,pale_ale,Rotating,6.0
40900,76,Europe,dark_lager,Winter,6.0
83561,29521,Asia,pale_ale,Year-round,5.5
335652,37192,US,wheat,Rotating,5.5
154428,30062,US,dark_lager,Year-round,4.8
100486,27800,US,pale_ale,Year-round,5.1
224516,36536,US,stout,Rotating,6.5
244429,46775,US,pilsener_pale_lager,Year-round,5.5
85377,618,Canada,stout,Rotating,7.2
141434,33003,US,pilsener_pale_lager,Rotating,5.1
64965,24428,US,IPA,Rotating,7.7
37070,3447,Canada,pale_ale,Rotating,6.0
355577,30654,US,IPA,Limited (brewed once),9.8
151942,30247,US,porter,Rotating,5.4
273170,31573,US,wheat,Year-round,5.5
48446,402,US,strong_ale,Rotating,11.4
171935,16878,US,pilsener_pale_lager,Rotating,5.0
280574,10607,US,IPA,Summer,4.5
12445,1169,US,IPA,Year-round,7.0
309843,48194,US,pale_ale,Limited (brewed once),5.2
26072,22,Canada,dark_ale,Year-round,6.2
203153,26753,US,stout,Fall,10.4
63169,8203,Canada,wheat,Rotating,5.2
114764,1535,Canada,pilsener_pale_lager,Rotating,8.6
80659,23557,US,dark_lager,Rotating,5.9
306962,23639,US,pilsener_pale_lager,Limited (brewed once),5.2
85203,26753,US,specialty,Summer,6.8
203183,43367,US,IPA,Rotating,6.0
58913,140,US,porter,Rotating,7.8
87450,23922,US,stout,Winter,6.8
372678,37910,US,IPA,Rotating,9.1
74472,2222,Europe,pilsener_pale_lager,Year-round,5.5
272318,48592,US,pale_ale,Rotating,5.3
323095,44180,US,IPA,Rotating,7.5
88517,16787,Europe,strong_ale,Year-round,8.5
62480,7122,US,dark_lager,Fall,5.5
315574,33324,US,porter,Limited (brewed once),10.0
153937,35307,US,pale_ale,Rotating,8.2
20771,700,US,IPA,Summer,6.3
33301,99,US,dark_lager,Winter,5.6
150051,33873,Europe,IPA,Year-round,8.0
84807,26774,Canada,pale_ale,Rotating,5.0
216345,28764,US,pale_ale,Rotating,6.8
49672,142,Europe,pilsener_pale_lager,Year-round,0.0
16329,923,US,porter,Year-round,8.0
68553,11592,US,dark_ale,Rotating,6.0
92848,27110,US,specialty,Spring,5.0
78433,23108,US,IPA,Rotating,6.4
77080,2266,US,IPA,Year-round,4.0
5773,1528,US,brown_ale,Year-round,5.6
129685,29180,US,pale_ale,Rotating,0.0
9930,2303,Europe,dark_lager,Year-round,5.0
77879,163,Europe,wheat,Year-round,4.5
90984,24757,US,wheat,Year-round,4.7
302731,43889,US,IPA,Rotating,8.0
1169,1146,US,brown_ale,Year-round,5.5
278984,46017,US,IPA,Rotating,7.2
176881,30437,US,wild_sour,Rotating,5.5
82449,23249,Europe,dark_ale,Rotating,7.2
130906,22844,US,pale_ale,Year-round,5.0
168831,1199,US,stout,Rotating,10.5
75742,2321,US,pale_ale,Rotating,8.1
110601,12319,Oceania,pale_ale,Year-round,4.5
252624,24827,US,stout,Rotating,10.8
119581,34315,US,pale_ale,Rotating,5.5
117919,26990,US,IPA,Summer,5.9
322775,140,US,strong_ale,Limited (brewed once),13.6
38091,11111,America,pale_ale,Year-round,5.0
4572,463,US,brown_ale,Year-round,3.8
239534,24299,Europe,wild_sour,Rotating,7.0
193579,41799,US,pale_ale,Rotating,0.0
297619,9558,US,stout,Rotating,8.0
271284,40117,US,wild_sour,Rotating,8.4
90023,4146,US,porter,Fall,5.6
181876,31272,US,IPA,Rotating,5.0
344665,31995,US,pale_ale,Rotating,5.6
193344,18680,US,pale_ale,Year-round,5.5
48731,19587,US,wheat,Rotating,5.4
133236,461,US,pilsener_pale_lager,Year-round,5.0
186740,17981,US,IPA,Rotating,7.5
104445,32020,US,pale_ale,Year-round,5.6
31444,14179,US,porter,Year-round,5.0
326120,34507,US,wheat,Winter,4.6
113140,28383,US,IPA,Rotating,7.0
1313,433,Canada,pilsener_pale_lager,Year-round,5.0
61907,4555,US,dark_lager,Fall,6.0
311779,48055,US,pale_ale,Winter,7.2
334128,26520,US,specialty,Year-round,4.0
310133,30967,US,IPA,Rotating,8.4
183710,34334,US,stout,Rotating,5.4
110437,9797,US,pale_ale,Rotating,8.9
278655,44251,US,IPA,Spring,11.3
252715,25191,US,wild_sour,Rotating,0.0
202345,1471,US,stout,Rotating,8.5
62938,16402,US,stout,Rotating,7.6
75301,25805,US,dark_ale,Year-round,5.4
214627,1397,US,porter,Rotating,5.7
189976,28568,Oceania,porter,Rotating,9.0
325735,30697,US,dark_lager,Rotating,5.0
261306,31049,US,porter,Rotating,5.4
77493,4909,Europe,wheat,Year-round,5.2
127144,14980,US,wheat,Year-round,0.0
107552,30711,Canada,porter,Winter,5.3
105778,10836,US,strong_ale,Year-round,9.8
316329,32575,US,IPA,Limited (brewed once),0.0
105279,160,Europe,pale_ale,Year-round,4.1
331341,17981,US,porter,Rotating,11.2
177741,40437,US,pale_ale,Rotating,5.0
96745,18389,America,pilsener_pale_lager,Year-round,5.0
185389,21589,Canada,wheat,Summer,5.0
7211,703,Europe,specialty,Year-round,0.5
98848,32282,US,dark_ale,Year-round,5.1
167432,16357,US,hybrid,Rotating,4.9
25995,5489,US,pale_ale,Year-round,4.9
104285,33182,US,stout,Year-round,5.0
213403,43137,US,dark_ale,Winter,6.1
333003,34778,US,stout,Limited (brewed once),12.0
832,302,US,dark_lager,Year-round,4.5
35154,15122,Europe,porter,Rotating,5.0
170084,29175,Europe,porter,Rotating,6.0
7008,196,Europe,dark_ale,Year-round,7.0
290007,30575,US,wheat,Rotating,4.5
182869,4378,US,pale_ale,Rotating,7.2
68040,7015,US,pale_ale,Rotating,5.0
81396,21818,US,wild_sour,Rotating,7.0
69471,63,US,pale_ale,Rotating,6.1
108304,26516,US,strong_ale,Winter,8.5
129082,35763,Canada,pilsener_pale_lager,Year-round,5.0
171486,39374,Canada,pale_ale,Rotating,6.5
146994,25328,Canada,porter,Fall,5.7
30208,148,Europe,pilsener_pale_lager,Year-round,4.1
76356,27802,Europe,strong_ale,Winter,10.5
241795,41453,US,hybrid,Summer,5.0
247792,22511,US,pale_ale,Rotating,5.2
5653,2210,US,pale_ale,Year-round,5.0
76667,23605,Europe,pilsener_pale_lager,Year-round,4.8
177241,26824,US,hybrid,Rotating,4.3
314700,28657,US,IPA,Limited (brewed once),7.0
306566,47602,US,IPA,Rotating,6.0
246432,36763,US,wheat,Year-round,6.1
359777,34208,US,wheat,Rotating,5.0
218566,44221,US,pale_ale,Year-round,5.6
145188,1337,US,IPA,Rotating,7.0
12440,1169,US,pale_ale,Year-round,4.4
316867,41498,US,IPA,Rotating,6.7
238056,42560,US,wheat,Rotating,3.5
176261,40835,Europe,strong_ale,Year-round,6.0
45485,16105,US,strong_ale,Fall,8.0
267767,47521,US,IPA,Rotating,7.1
227782,32185,US,specialty,Summer,5.5
52165,16325,US,porter,Year-round,5.0
174521,17981,US,pilsener_pale_lager,Rotating,4.5
93583,29909,US,IPA,Year-round,0.0
239230,31987,US,pale_ale,Rotating,6.4
328460,34427,US,IPA,Rotating,8.2
159322,38769,US,IPA,Year-round,6.0
155018,36663,US,IPA,Rotating,7.0
61887,19002,Europe,strong_ale,Year-round,8.0
51304,639,US,wheat,Summer,0.0
129929,35764,US,wheat,Summer,6.1
162513,34658,US,IPA,Rotating,6.9
256232,13014,US,pale_ale,Rotating,6.7
42984,15526,Canada,pale_ale,Rotating,6.5
306752,38293,US,IPA,Rotating,9.0
310755,50326,US,IPA,Rotating,7.4
235969,39398,US,pale_ale,Rotating,5.0
66929,2710,US,IPA,Rotating,6.5
154836,200,US,stout,Winter,6.0
289663,35143,US,IPA,Rotating,8.2
284974,46938,US,IPA,Rotating,7.0
235344,38361,Europe,wheat,Rotating,4.0
265197,47200,US,hybrid,Rotating,5.6
3195,1066,US,IPA,Year-round,6.1
86338,6288,Europe,wild_sour,Rotating,6.9
251426,34104,US,pale_ale,Rotating,6.2
96889,2097,US,stout,Winter,14.0
82727,1313,US,pale_ale,Year-round,0.0
30862,952,US,brown_ale,Rotating,0.0
33258,28908,Unknown,specialty,Fall,4.0
336534,41018,US,IPA,Rotating,8.0
23482,672,Europe,pilsener_pale_lager,Year-round,6.7
85454,29556,US,stout,Fall,10.5
192147,25191,US,IPA,Rotating,7.0
62350,20400,US,IPA,Rotating,7.2
214674,357,US,pale_ale,Rotating,4.8
309179,50850,US,brown_ale,Limited (brewed once),6.0
94667,140,US,stout,Rotating,13.4
279839,29008,US,dark_ale,Rotating,8.5
274574,40318,Europe,stout,Rotating,6.4
70223,24168,US,pale_ale,Year-round,5.5
94339,30454,US,stout,Rotating,7.0
234859,37721,US,pale_ale,Rotating,5.0
100308,28062,Europe,IPA,Year-round,7.0
282271,31221,Europe,specialty,Year-round,3.6
109773,33461,US,porter,Year-round,0.0
229172,34616,US,IPA,Rotating,8.3
257238,1878,Canada,porter,Rotating,5.9
13152,3282,Europe,strong_ale,Year-round,8.4
3567,1141,Canada,pale_ale,Year-round,5.5
185516,33825,US,stout,Rotating,5.7
116339,34168,US,stout,Year-round,6.4
150732,29859,US,stout,Year-round,6.5
206824,37139,US,IPA,Year-round,7.3
98866,6695,Europe,IPA,Rotating,5.7
77185,16885,US,porter,Winter,6.4
1608,48,Europe,dark_ale,Rotating,8.0
161342,39308,US,pale_ale,Year-round,5.1
56393,22157,US,stout,Year-round,4.0
217692,132,US,stout,Rotating,11.2
60045,987,US,pilsener_pale_lager,Rotating,0.0
41399,12578,Oceania,pale_ale,Year-round,4.2
38426,16205,US,pale_ale,Year-round,7.5
123363,158,US,IPA,Rotating,8.3
282942,162,US,wild_sour,Rotating,5.0
160496,391,Canada,stout,Rotating,8.5
293606,43390,US,IPA,Rotating,6.7
119902,3795,Canada,pilsener_pale_lager,Year-round,5.0
21942,3825,Europe,pilsener_pale_lager,Year-round,5.2
208582,41018,US,stout,Rotating,7.0
150661,14154,US,IPA,Year-round,7.3
128543,1337,US,pale_ale,Rotating,4.5
29798,9863,Canada,pilsener_pale_lager,Year-round,5.0
295439,37910,US,specialty,Rotating,3.5
299396,28428,US,IPA,Rotating,7.5
87636,30247,US,specialty,Rotating,8.3
14664,601,Europe,pilsener_pale_lager,Year-round,5.3
172253,31746,Canada,pale_ale,Rotating,6.2
345563,36710,US,stout,Rotating,8.0
98864,845,US,pale_ale,Rotating,4.6
210399,38396,US,IPA,Rotating,7.2
86088,30061,US,stout,Year-round,0.0
25113,477,US,IPA,Rotating,7.5
138579,105,US,specialty,Rotating,5.0
118842,33737,US,pale_ale,Year-round,4.0
51459,910,US,pale_ale,Rotating,5.5
62003,11212,US,pale_ale,Summer,5.0
124479,2652,Europe,brown_ale,Year-round,5.0
360647,48268,Europe,IPA,Limited (brewed once),5.0
306412,34734,US,wild_sour,Rotating,6.3
75025,4748,Europe,stout,Year-round,5.8
101973,30858,US,wheat,Rotating,4.5
25823,203,Europe,specialty,Year-round,4.2
107196,33165,US,pale_ale,Year-round,4.7
152244,34021,US,pilsener_pale_lager,Rotating,4.3
5214,1682,Europe,pale_ale,Year-round,8.0
236345,30225,US,pale_ale,Rotating,5.6
164010,28663,US,stout,Rotating,5.0
101936,689,US,wheat,Fall,5.8
168558,34607,US,pale_ale,Rotating,7.2
351603,52137,US,pale_ale,Rotating,4.0
147604,29765,US,IPA,Rotating,10.1
326600,44293,US,stout,Rotating,11.0
106550,31408,US,IPA,Year-round,7.0
341088,41018,US,IPA,Rotating,9.0
122674,2743,US,IPA,Rotating,7.0
27761,1307,US,bock,Rotating,7.5
131450,21154,US,dark_ale,Rotating,8.5
45936,173,US,strong_ale,Rotating,13.5
215592,43507,US,IPA,Rotating,7.5
263166,30581,US,IPA,Rotating,13.8
298371,28383,US,IPA,Rotating,8.0
59627,12315,US,porter,Rotating,0.0
193253,15435,Canada,brown_ale,Fall,5.8
19665,3476,Europe,specialty,Winter,6.0
5707,1623,Europe,pilsener_pale_lager,Year-round,4.9
102639,22929,US,pale_ale,Rotating,5.0
96628,32123,Europe,porter,Year-round,9.5
78703,14984,US,dark_ale,Rotating,0.0
53235,5077,US,dark_ale,Rotating,0.0
99752,32552,Europe,pilsener_pale_lager,Year-round,5.2
118527,34426,US,stout,Rotating,10.1
